1,3,0,35
2,55,0,560
2,58,0,590
0,1,357,367
0,1,358,368
0,1,358,368
0,0,0,0
0,2,0,20
0,3,0,30
0,1,79,89
0,1,89,99
0,1,91,101
1,10,0,105
1,2,0,25
2,62,0,630
0,1,345,355
0,1,353,363
0,1,354,364
