0,26,0,260
0,35,0,350
1,28,0,285
0,1,176,186
0,1,176,186
0,1,176,186
0,18,0,180
0,3,0,30
0,9,0,90
0,1,44,54
0,1,45,55
0,1,47,57
0,12,0,120
1,35,0,355
1,36,0,365
0,1,167,177
0,1,170,180
0,1,171,181
