0,74,0,740
0,96,0,960
5,8,0,105
0,1,712,722
0,1,713,723
0,1,714,724
0,0,0,0
0,1,0,10
0,1,0,10
0,1,106,116
0,1,181,191
0,1,182,192
0,8,0,80
0,90,0,900
1,11,0,115
0,1,677,687
0,1,684,694
0,1,703,713
