singularity-hpc-MI2,0,18,0,180,0,0,0,0,0,0,0,0
singularity-hpc-MI2,0,3,0,30,0,2,0,20,0,1,0,10
singularity-hpc-MI2,0,9,0,90,0,3,0,30,0,1,0,10
singularity-hpc-TB3,0,1,44,54,0,1,79,89,0,1,106,116
singularity-hpc-TB3,0,1,45,55,0,1,89,99,0,1,181,191
singularity-hpc-TB3,0,1,47,57,0,1,91,101,0,1,182,192
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-TB3,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
singularity-hpc-MI2,0,1,171,181,0,1,354,364,0,1,703,713
